url,title,description,author,published_date,category,content_length,views,comments,scraped_at
https://vnexpress.net/bi-kip-sinh-ton-trong-thoi-dai-ai-4874384.html,'Bí kíp sinh tồn trong thời đại AI',"Nhà xuất bản Thông tin và Truyền thông phát hành hai cuốn sách cung cấp kiến thức nền tảng và kinh nghiệm thực tiễn trong ứng dụng AI, trong đó giới thiệu về ""Bí kíp sinh tồn trong thời đại AI"".",VnExpress,"Thứ tư, 16/4/2025, 11:22 (GMT+7)",N/A,2327,N/A,N/A,2025-10-13 07:56:53
https://vnexpress.net/my-keu-goi-nguoi-dan-diet-ca-loc-xam-hai-4874052.html,Mỹ kêu gọi người dân diệt cá lóc xâm hại,Nhà chức trách cơ quan động vật hoang dã Mỹ đang tìm cách kiểm soát cá lóc xâm hại ở bang Missouri và nhiều bang khác.,VnExpress,"Thứ ba, 15/4/2025, 19:28 (GMT+7)",Thế giới tự nhiên,2398,N/A,N/A,2025-10-13 07:56:56
https://vnexpress.net/robot-nguoi-nhan-tao-cu-dong-1-000-co-bap-4874053.html,Robot 'người nhân tạo' cử động 1.000 cơ bắp,"Không giống những robot hình người khác, Protoclone bắt chước bộ xương, cơ bắp, mạch máu và hệ thần kinh của con người bằng những bộ phận nhân tạo.",VnExpress,"Thứ ba, 15/4/2025, 15:38 (GMT+7)",N/A,2459,N/A,N/A,2025-10-13 07:56:58
https://vnexpress.net/trung-quoc-sap-hoan-thanh-cay-cau-cao-nhat-the-gioi-4874060.html,Trung Quốc sắp hoàn thành cây cầu cao nhất thế giới,"Cầu hẻm núi Hoa Giang được xây ở độ cao 625 m phía trên sông Bắc Bàn, sẽ rút ngắn thời gian qua núi từ một giờ xuống vài phút.",VnExpress,"Thứ ba, 15/4/2025, 14:26 (GMT+7)",N/A,2647,N/A,N/A,2025-10-13 07:57:00
https://vnexpress.net/bo-truong-nguyen-manh-hung-chap-nhan-rui-ro-de-thuc-day-dot-pha-trong-nghien-cuu-4874107.html,Bộ trưởng Nguyễn Mạnh Hùng: 'Chấp nhận rủi ro để thúc đẩy đột phá trong nghiên cứu',Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng nhấn mạnh tự chủ và chấp nhận rủi ro là chìa khóa tạo đột phá trong nghiên cứu khoa học.,VnExpress,"Thứ ba, 15/4/2025, 11:25 (GMT+7)",Kỷ nguyên mới,3384,N/A,N/A,2025-10-13 07:57:01
https://vnexpress.net/phi-hanh-gia-goc-viet-noi-xin-chao-viet-nam-ngoai-khong-gian-4874127.html,Phi hành gia gốc Việt nói 'Xin chào Việt Nam' ngoài không gian,"Amanda Nguyễn, người Mỹ gốc Việt, mang theo 169 hạt sen bay lên không gian, ngắm nhìn Trái Đất và nói ""Xin chào Việt Nam"", hôm 14/4.",VnExpress,"Thứ ba, 15/4/2025, 10:58 (GMT+7)",Vũ trụ,2619,N/A,N/A,2025-10-13 07:57:04
https://vnexpress.net/may-bay-trinh-sat-nhanh-nhat-moi-thoi-dai-4873560.html,Máy bay trinh sát nhanh nhất mọi thời đại,"Lockheed SR-71 là máy bay trinh sát siêu thanh của Mỹ được vận hành hơn 30 năm và thực hiện lần cuối trong sứ mệnh của NASA năm 1999, được mệnh danh là 'Hắc điểu'.",VnExpress,"Thứ ba, 15/4/2025, 09:19 (GMT+7)",N/A,17,N/A,N/A,2025-10-13 07:57:06
https://vnexpress.net/anh-ai-danh-lua-con-nguoi-nhu-the-nao-4873693.html,Ảnh AI đánh lừa con người như thế nào?,Con người thường gặp khó khăn trong việc phân biệt giữa ảnh thật và ảnh AI tạo ra do có xu hướng bỏ sót những chi tiết nhỏ khi lướt mạng.,VnExpress,"Thứ ba, 15/4/2025, 00:00 (GMT+7)",N/A,4460,N/A,N/A,2025-10-13 07:57:09
https://vnexpress.net/phi-hanh-doan-toan-nu-dau-tien-bay-vao-khong-gian-thanh-cong-4873953.html,Phi hành đoàn toàn nữ đầu tiên bay vào không gian thành công,MỹTổ hợp tàu - tên lửa có thể tái sử dụng New Shepard của tỷ phú Jeff Bezos đưa 6 phi hành gia hạ cánh an toàn khoảng 10 phút sau khi phóng từ Tây Texas lúc 8h30 ngày 14/4 (20h30 giờ Hà Nội).,VnExpress,"Thứ hai, 14/4/2025, 20:36 (GMT+7)",Vũ trụ,4539,N/A,N/A,2025-10-13 07:57:11
https://vnexpress.net/he-thong-nang-luong-sach-cua-trung-quoc-o-chau-nam-cuc-4873559.html,Hệ thống năng lượng sạch của Trung Quốc ở châu Nam Cực,"Trạm khoa học Qinling tại châu Nam Cực đưa vào hoạt động hệ thống năng lượng tổng hợp mới, tích hợp năng lượng gió, Mặt Trời, hydro và diesel.",VnExpress,"Thứ hai, 14/4/2025, 19:09 (GMT+7)",N/A,12,N/A,N/A,2025-10-13 07:57:13
https://vnexpress.net/ap-dung-tieu-chuan-quoc-te-voi-nha-may-dien-hat-nhan-tai-viet-nam-4873576.html,'Áp dụng tiêu chuẩn quốc tế với nhà máy điện hạt nhân tại Việt Nam',Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng cho biết nhà máy điện hạt nhân phải đạt các tiêu chuẩn quốc tế khi Việt Nam chưa ban hành bộ quy chuẩn kỹ thuật quốc gia.,VnExpress,"Thứ hai, 14/4/2025, 12:51 (GMT+7)",N/A,5482,N/A,N/A,2025-10-13 07:57:15
https://vnexpress.net/phi-hanh-doan-toan-nu-dau-tien-bay-vao-khong-gian-4873730.html,Phi hành đoàn toàn nữ đầu tiên bay vào không gian,"MỹCông ty Blue Origin sẽ phóng chuyến bay vũ trụ gồm toàn nữ, trong đó có ca sĩ Katy Perry và Lauren Sánchez - vị hôn thê của tỷ phú Jeff Bezos, 8h30 hôm nay (20h30 giờ Hà Nội).",VnExpress,"Thứ hai, 14/4/2025, 11:42 (GMT+7)",Vũ trụ,2188,N/A,N/A,2025-10-13 07:57:17
https://vnexpress.net/nu-phi-hanh-gia-goc-viet-se-mang-hat-sen-bay-vao-khong-gian-4873655.html,Nữ phi hành gia gốc Việt sẽ mang hạt sen bay vào không gian,Amanda Nguyễn - người Mỹ gốc Việt - sẽ cùng phi hành đoàn của Blue Origin mang theo 169 hạt sen bay vào không gian hôm nay.,VnExpress,"Thứ hai, 14/4/2025, 10:10 (GMT+7)",N/A,1814,N/A,N/A,2025-10-13 07:57:19
https://vnexpress.net/co-nen-khai-thac-kim-loai-duoi-day-bien-sau-4873477.html,Có nên khai thác kim loại dưới đáy biển sâu?,"Một số người coi khai thác biển sâu hữu ích cho việc chuyển đổi sang năng lượng xanh, số khác lại lo ngại về những tác động đến môi trường.",VnExpress,"Thứ hai, 14/4/2025, 08:02 (GMT+7)",N/A,3810,N/A,N/A,2025-10-13 07:57:21
https://vnexpress.net/sieu-may-tinh-mo-duong-cho-laptop-nhu-the-nao-4873189.html,Siêu máy tính mở đường cho laptop như thế nào?,"Những siêu máy tính đời đầu chủ yếu ra đời ở Mỹ, có kích thước khổng lồ, khả năng tính toán quân sự phức tạp và sử dụng hàng nghìn ống chân không.",VnExpress,"Thứ hai, 14/4/2025, 00:00 (GMT+7)",N/A,4510,N/A,N/A,2025-10-13 07:57:23
https://vnexpress.net/bi-mat-gene-cua-loai-ran-toan-con-cai-4873305.html,Bí mật gene của loài rắn toàn con cái,"Rắn giun thường, loài rắn nhỏ nhất thế giới với chiều dài chỉ khoảng 10 cm, sinh sản không cần con đực nhờ bộ gene độc đáo.",VnExpress,"Chủ nhật, 13/4/2025, 20:00 (GMT+7)",Thế giới tự nhiên,10,N/A,N/A,2025-10-13 07:57:25
https://vnexpress.net/hien-tuong-bien-sua-khien-gioi-khoa-hoc-boi-roi-400-nam-4873304.html,Hiện tượng 'biển sữa' khiến giới khoa học bối rối 400 năm,"400 năm qua, nhiều thủy thủ trên thế giới đã báo cáo về hiện tượng bí ẩn khiến những vùng biển rộng lớn phát sáng ổn định vào ban đêm.",VnExpress,"Chủ nhật, 13/4/2025, 19:00 (GMT+7)",Thế giới tự nhiên,2668,N/A,N/A,2025-10-13 07:57:28
https://vnexpress.net/pin-huu-co-khong-kim-loai-co-tuoi-tho-30-nam-4873386.html,Pin hữu cơ không kim loại có tuổi thọ 30 năm,"Startup Mỹ SorbiForce chuyển đổi rác thải nông nghiệp thành nguyên mẫu pin hữu cơ không kim loại, giúp giảm tác động môi trường so với pin truyền thống.",VnExpress,"Chủ nhật, 13/4/2025, 13:17 (GMT+7)",N/A,1846,N/A,N/A,2025-10-13 07:57:31
https://vnexpress.net/tran-dau-quyen-anh-dau-tien-tren-the-gioi-cua-robot-hinh-nguoi-4873352.html,Trận đấu quyền Anh đầu tiên trên thế giới của robot hình người,Công ty robot Trung Quốc Unitree thông báo sẽ phát trực tiếp trận đấu quyền Anh đầu tiên giữa hai robot hình người trong khoảng một tháng tới.,VnExpress,"Chủ nhật, 13/4/2025, 11:01 (GMT+7)",N/A,2082,N/A,N/A,2025-10-13 07:57:33
https://vnexpress.net/mo-hinh-ai-du-doan-vi-tri-nguoi-mat-tich-4873192.html,Mô hình AI dự đoán vị trí người mất tích,"ScotlandĐại học Glasgow phát triển mô hình AI mô phỏng hành vi của người mất tích ngoài trời, hỗ trợ đội cứu hộ tìm kiếm hiệu quả hơn.",VnExpress,"Chủ nhật, 13/4/2025, 07:00 (GMT+7)",N/A,2098,N/A,N/A,2025-10-13 07:57:36
https://vnexpress.net/anh-3d-noi-dau-tien-tren-the-gioi-co-the-tuong-tac-vat-ly-4873174.html,Ảnh 3D nổi đầu tiên trên thế giới có thể tương tác vật lý,Tây Ban NhaCác nhà khoa học phát triển màn hình đàn hồi cho phép con người dùng tay để thao tác trực tiếp với hình ảnh 3D hologram.,VnExpress,"Chủ nhật, 13/4/2025, 00:00 (GMT+7)",N/A,2108,N/A,N/A,2025-10-13 07:57:39
https://vnexpress.net/pin-mem-co-the-bien-thanh-moi-hinh-dang-4873076.html,Pin mềm có thể biến thành mọi hình dạng,"Thụy ĐiểnĐại học Linkoping phát triển pin có thể định hình theo ý muốn nhờ dùng điện cực dạng lỏng, mở ra hướng đi mới cho công nghệ tương lai.",VnExpress,"Thứ bảy, 12/4/2025, 19:00 (GMT+7)",N/A,2372,N/A,N/A,2025-10-13 07:57:41
https://vnexpress.net/thien-thach-tao-ra-vung-di-thuong-trong-luc-khong-lo-o-nam-cuc-4873011.html,Thiên thạch tạo ra vùng dị thường trọng lực khổng lồ ở Nam Cực,Miệng hố Wilkes Land rộng 510 km ở Đông Nam Cực có thể hình thành do thiên thạch cổ đại và là miệng hố va chạm lớn nhất trên Trái Đất.,VnExpress,"Thứ bảy, 12/4/2025, 12:55 (GMT+7)",N/A,2448,N/A,N/A,2025-10-13 07:57:43
https://vnexpress.net/drone-cuu-ho-y-te-khan-cap-dau-tien-tren-the-gioi-4872708.html,Drone cứu hộ y tế khẩn cấp đầu tiên trên thế giới,Công ty công nghệ y tế Haishen thuộc Tập đoàn đóng tàu Trung Quốc phát triển drone cứu hộ nhằm ứng phó với thảm họa trong môi trường khắc nghiệt.,VnExpress,"Thứ bảy, 12/4/2025, 12:00 (GMT+7)",N/A,1836,N/A,N/A,2025-10-13 07:57:45
https://vnexpress.net/bun-phun-trao-o-phu-yen-la-do-hoat-dong-kien-tao-doc-dut-gay-4872958.html,Bùn phun trào ở Phú Yên là do hoạt động kiến tạo dọc đứt gãy,Ngành chức năng nhận định bùn phun trào ở khu đất tại huyện Đồng Xuân là do các hoạt động kiến tạo dọc đứt gãy kéo dài trên khu vực đồi núi lân cận xuống.,VnExpress,"Thứ bảy, 12/4/2025, 09:09 (GMT+7)",N/A,2735,N/A,N/A,2025-10-13 07:57:47
https://vnexpress.net/tau-du-lich-dau-tien-tren-the-gioi-chay-bang-hydro-4872560.html,Tàu du lịch đầu tiên trên thế giới chạy bằng hydro,"ItalyTàu Viking Libra, với sức chở gần 1.000 hành khách, trang bị công nghệ pin nhiên liệu hydro tiên tiến với khả năng tạo ra 6 MW điện.",VnExpress,"Thứ bảy, 12/4/2025, 08:00 (GMT+7)",N/A,2086,N/A,N/A,2025-10-13 07:57:52
https://vnexpress.net/nhieu-dut-gay-o-viet-nam-co-the-thuc-giac-4872838.html,Nhiều đứt gãy ở Việt Nam có thể 'thức giấc',"Các nhà khoa học cho rằng tại Việt Nam có nhiều đới đứt gãy đang ""ngủ yên"" vẫn âm thầm tích tụ ứng suất kiến tạo từ va chạm giữa các mảng vỏ Trái Đất, tiềm ẩn nguy cơ phát sinh động đất mạnh trong tương lai.",VnExpress,"Thứ bảy, 12/4/2025, 00:00 (GMT+7)",N/A,4085,N/A,N/A,2025-10-13 07:57:55
https://vnexpress.net/dan-ca-voi-sat-thu-60-con-vay-giet-ca-voi-nguy-cap-4872541.html,Đàn cá voi sát thủ 60 con vây giết cá voi nguy cấp,"Một đàn hơn 60 con cá voi sát thủ tấn công thô bạo và giết chết một con cá voi xanh pygmy dài 18 m, gây sốc cho các du khách trên thuyền ngắm cảnh gần đó.",VnExpress,"Thứ sáu, 11/4/2025, 20:00 (GMT+7)",Thế giới tự nhiên,2250,N/A,N/A,2025-10-13 07:57:57
https://vnexpress.net/la-nina-ket-thuc-4872557.html,La Nina kết thúc,"La Nina, mô hình tự nhiên ảnh hưởng tới thời tiết trên khắp thế giới, xuất hiện vào đầu năm nay nhưng chỉ tồn tại trong vài tháng ngắn ngủi.",VnExpress,"Thứ sáu, 11/4/2025, 19:00 (GMT+7)",N/A,2446,N/A,N/A,2025-10-13 07:57:59
https://vnexpress.net/he-thong-ai-giup-che-tao-robot-theo-mo-ta-4872623.html,Hệ thống AI giúp chế tạo robot theo mô tả,"MỹĐại học Duke phát triển Text2Robot, hệ thống AI tạo sinh có thể chuyển đổi câu lệnh viết bằng ngôn ngữ tự nhiên thành robot hoạt động được.",VnExpress,"Thứ sáu, 11/4/2025, 16:00 (GMT+7)",N/A,2140,N/A,N/A,2025-10-13 07:58:01
https://vnexpress.net/bun-phun-trao-o-phu-yen-do-truong-no-set-khi-gap-nuoc-4872408.html,'Bùn phun trào ở Phú Yên do trương nở sét khi gặp nước',"Chuyên gia cho biết hiện tượng bùn trào lên từ lòng đất ở Phú Yên do hợp phần sét bị trương nở và phân tán mạnh khi bão hòa nước tạo áp lực đẩy phồng, làm cho bùn phun tràn trên bề mặt.",VnExpress,"Thứ sáu, 11/4/2025, 14:35 (GMT+7)",N/A,3068,N/A,N/A,2025-10-13 07:58:03
https://vnexpress.net/google-phat-trien-chip-ai-nhanh-gap-24-lan-sieu-may-tinh-4872544.html,Google phát triển chip AI nhanh gấp 24 lần siêu máy tính,"MỹCông suất tính toán 42,5 exaflop của bộ xử lý Ironwood biến nó thành nền tảng cho những mô hình AI cao cấp của Google, bao gồm Gemini 2.5.",VnExpress,"Thứ sáu, 11/4/2025, 11:03 (GMT+7)",N/A,2219,N/A,N/A,2025-10-13 07:58:05
https://vnexpress.net/nha-khoa-hoc-thay-doi-hieu-biet-nhan-loai-ve-nhung-ngoi-sao-4872440.html,Nhà khoa học thay đổi hiểu biết nhân loại về những ngôi sao,"100 năm trước, luận án tiến sĩ của Cecilia Payne-Gaposchkin đưa ra nhận định gây tranh cãi: hydro và heli là thành phần chính tạo nên các ngôi sao.",VnExpress,"Thứ sáu, 11/4/2025, 07:58 (GMT+7)",Vũ trụ,5021,N/A,N/A,2025-10-13 07:58:08
https://vnexpress.net/bi-an-ve-may-tinh-dau-tien-tren-the-gioi-4872076.html,Bí ẩn về máy tính đầu tiên trên thế giới,Cỗ máy Antikythera vẫn khiến các nhà khoa học bối rối về mục đích sử dụng của nó sau hơn 2.000 năm.,VnExpress,"Thứ sáu, 11/4/2025, 00:00 (GMT+7)",N/A,2989,N/A,N/A,2025-10-13 07:58:10
https://vnexpress.net/dan-cay-van-hop-suc-danh-duoi-robot-ran-ho-mang-4871584.html,Đàn cầy vằn hợp sức đánh đuổi robot rắn hổ mang,Đàn cầy vằn tạo thành một bước tường uy hiếp trực diện robot rắn hổ mang với mục đích khiến kẻ thù mất sức và phải thoái lui.,VnExpress,"Thứ năm, 10/4/2025, 20:00 (GMT+7)",Thế giới tự nhiên,9,N/A,N/A,2025-10-13 07:58:12
https://vnexpress.net/ho-nuoc-khong-lo-bien-thanh-sa-mac-tre-nhat-hanh-tinh-4871981.html,Hồ nước khổng lồ biến thành sa mạc trẻ nhất hành tinh,"Biển Aral từng là một trong những hồ lớn nhất thế giới, nhưng việc mất nguồn cung cấp nước từ hai con sông gần đó khiến hồ dần khô cạn.",VnExpress,"Thứ năm, 10/4/2025, 19:00 (GMT+7)",N/A,3435,N/A,N/A,2025-10-13 07:58:14
https://vnexpress.net/trung-tam-du-lieu-khien-khung-hoang-nuoc-them-tram-trong-4872071.html,Trung tâm dữ liệu khiến khủng hoảng nước thêm trầm trọng,Nhu cầu gia tăng đối với lưu trữ đám mây và AI khiến cơn khát nước của các trung tâm dữ liệu trở thành áp lực đối với những khu vực khan hiếm nước.,VnExpress,"Thứ năm, 10/4/2025, 15:24 (GMT+7)",N/A,3061,N/A,N/A,2025-10-13 07:58:17
https://vnexpress.net/su-that-ve-du-an-hoi-sinh-soi-trang-tuyet-chung-12-500-nam-4872070.html,Sự thật về dự án hồi sinh sói trắng tuyệt chủng 12.500 năm,MỹCác nhà khoa học gần đây tuyên bố họ đã hồi sinh sói trắng tuyệt chủng nhờ công nghệ gene nhưng giới chuyên gia cho rằng con vật mới tạo ra chỉ giống sói trắng về hình dáng.,VnExpress,"Thứ năm, 10/4/2025, 14:08 (GMT+7)",N/A,5228,N/A,N/A,2025-10-13 07:58:19
https://vnexpress.net/phat-hien-loai-nam-chua-hop-chat-dang-nhat-tung-biet-4871591.html,Phát hiện loài nấm chứa hợp chất đắng nhất từng biết,Một nhóm nhà khoa học Đức phát hiện một chất hóa học ở nấm bracket là hợp chất đắng nhất mà con người biết tới từ trước tới nay.,VnExpress,"Thứ năm, 10/4/2025, 10:50 (GMT+7)",N/A,2195,N/A,N/A,2025-10-13 07:58:21
https://vnexpress.net/5-ho-so-binh-chon-cao-nhat-tuan-dau-vong-loai-sang-kien-khoa-hoc-4871453.html,5 hồ sơ bình chọn cao nhất tuần đầu vòng loại Sáng kiến Khoa học,"199 dự án tham gia cuộc thi Sáng kiến Khoa học 2025 do VnExpress tổ chức đang trong cuộc đua bình chọn, trong đó 5 bài thi nhận được sự quan tâm vượt trội.",VnExpress,"Thứ năm, 10/4/2025, 09:56 (GMT+7)",N/A,5626,N/A,N/A,2025-10-13 07:58:24
https://vnexpress.net/pin-hat-nhan-giup-tau-vu-tru-ton-tai-hang-chuc-nam-4871104.html,Pin hạt nhân giúp tàu vũ trụ tồn tại hàng chục năm,Máy phát nhiệt điện đồng vị phóng xạ là lựa chọn hoàn hảo giúp các tàu thăm dò bay xa Mặt Trời như tàu Voyager hoạt động bền bỉ suốt hàng thập kỷ.,VnExpress,"Thứ năm, 10/4/2025, 00:00 (GMT+7)",N/A,4677,N/A,N/A,2025-10-13 07:58:26
https://vnexpress.net/chat-ran-nhe-nhat-the-gioi-4871969.html,Chất rắn nhẹ nhất thế giới,"Aerogel là chất rắn siêu nhẹ, có thể chứa tới 99% không khí xét theo thể tích, đồng thời là chất cách nhiệt tuyệt vời.",VnExpress,"Thứ tư, 9/4/2025, 21:15 (GMT+7)",N/A,3085,N/A,N/A,2025-10-13 07:58:28
https://vnexpress.net/anh-scan-moi-he-lo-nhung-gio-cuoi-cung-cua-tau-titanic-4871577.html,Ảnh scan mới hé lộ những giờ cuối cùng của tàu Titanic,Phân tích chi tiết ảnh scan kỹ thuật số kích thước thật của tàu Titanic cung cấp chi tiết mới về những giờ cuối cùng của tàu chở khách xấu số.,VnExpress,"Thứ tư, 9/4/2025, 19:47 (GMT+7)",N/A,4015,N/A,N/A,2025-10-13 07:58:31
https://vnexpress.net/robot-hinh-nguoi-hoan-thanh-thu-nghiem-chay-marathon-4871607.html,Robot hình người hoàn thành thử nghiệm chạy marathon,Trung QuốcMột số robot tham gia giải chạy bán marathon (21 km) sắp tới ở Bắc Kinh hoàn thành thử nghiệm chạy trên đường bộ đầu tiên.,VnExpress,"Thứ tư, 9/4/2025, 15:30 (GMT+7)",N/A,10,N/A,N/A,2025-10-13 07:58:33
https://vnexpress.net/phat-hien-hai-loai-bo-xit-mu-o-viet-nam-4871458.html,Phát hiện hai loài bọ xít mù ở Việt Nam,"Các nhà khoa học phát hiện hai loài bọ xít mù tại hai vườn quốc gia, nâng danh mục phân họ Mirinae lên bốn chi và tám loài mới.",VnExpress,"Thứ tư, 9/4/2025, 14:36 (GMT+7)",Thế giới tự nhiên,1451,N/A,N/A,2025-10-13 07:58:35
https://vnexpress.net/hon-100-mau-robot-hinh-nguoi-di-hoc-4871582.html,Hơn 100 mẫu robot hình người đi học,Trung QuốcCác robot tại trung tâm huấn luyện mới tại Thượng Hải sẽ học hỏi 45 kỹ năng cơ bản thông qua mô phỏng hành động lặp lại của con người.,VnExpress,"Thứ tư, 9/4/2025, 12:00 (GMT+7)",N/A,3015,N/A,N/A,2025-10-13 07:58:37
https://vnexpress.net/cuc-bac-co-the-dich-chuyen-27-m-do-bang-tan-4871676.html,Cực Bắc có thể dịch chuyển 27 m do băng tan,"Biến đổi khí hậu do hoạt động của con người có thể khiến băng tan, dẫn đến vị trí các cực địa lý thay đổi lớn cuối thế kỷ này.",VnExpress,"Thứ tư, 9/4/2025, 11:11 (GMT+7)",N/A,2832,N/A,N/A,2025-10-13 07:58:40
https://vnexpress.net/bi-quyet-giup-toa-nha-cao-nhat-the-gioi-dung-vung-truoc-thien-tai-4871528.html,Bí quyết giúp tòa nhà cao nhất thế giới đứng vững trước thiên tai,"Sở hữu chiều cao 828 m, nhưng Burj Khalifa luôn đứng vững trước gió mạnh, rung chấn và các điều kiện thời tiết khắc nghiệt nhờ thiết kế khí động học giống bông hoa và vật liệu siêu bền.",VnExpress,"Thứ tư, 9/4/2025, 00:00 (GMT+7)",Cửa sổ tri thức,39,N/A,N/A,2025-10-13 07:58:42
https://vnexpress.net/nha-khoa-hoc-mat-mang-vi-xem-nhe-ran-doc-can-4871093.html,Nhà khoa học mất mạng vì xem nhẹ rắn độc cắn,"Cách đây gần 70 năm, Karl Patterson Schmidt, nhà bò sát học nổi tiếng, phải trả giá bằng cả mạng sống vì niềm tin sai lầm rằng rắn boomslang vô hại.",VnExpress,"Thứ ba, 8/4/2025, 21:15 (GMT+7)",N/A,2704,N/A,N/A,2025-10-13 07:58:44
https://vnexpress.net/hoi-sinh-thanh-cong-loai-soi-trang-tuyet-chung-12-500-nam-4871109.html,Hồi sinh thành công loài sói trắng tuyệt chủng 12.500 năm,"MỹSử dụng những mẫu gene từ hóa thạch và kỹ thuật di truyền, các chuyên gia lần đầu tiên tạo ra ba con non thuộc loài sói Aenocyon dirus.",VnExpress,"Thứ ba, 8/4/2025, 19:38 (GMT+7)",Thế giới tự nhiên,3088,N/A,N/A,2025-10-13 07:58:46
https://vnexpress.net/loai-cay-tien-hoa-de-set-danh-tieu-diet-ke-thu-4871090.html,Loài cây tiến hóa để sét đánh tiêu diệt kẻ thù,Cây đậu tonka sống sót nguyên vẹn sau khi sét đánh và sử dụng cú sốc điện cực mạnh để tiêu diệt đối thủ cạnh tranh và dây leo ký sinh.,VnExpress,"Thứ ba, 8/4/2025, 15:41 (GMT+7)",Thế giới tự nhiên,3118,N/A,N/A,2025-10-13 07:58:49
